content,score
"sekarang lebih susah nyari driver buat gofood padahal sudah pakai express, apalagi yang tarif hemat bener bener gak dapet sama sekali",1
mantab,5
good,5
okee,5
tepat akurat mudah,5
semua jadi lebih mudah dan praktis,5
Mobil bagus dan ber ac,5
"PADA TIDUR YA DRIVERNYA? LEBIH DARI 2 JAM TIDAK DAPAT DRIVER ENTAH ITU GO-RIDE, GO-CAR, GO-SEND, GO SHOP!",1
jos mantab sangat membantu,5
"minus driver, gopay tb"" hangus",1
senang menggunakan Go-Jek,5
kebantu bgt deh 👍👍👍,5
"limit Paylater gabisa dipakai, padahal ga ada telat bayar. tagihan selalu dibayar sebelum tgl jatuh tempo",5
"senang ada aplikasi gojek memudahkan kita mau kemana aja ....cuma suka ga jelas harganya tiba""naek harganya 2xlipat...mohon dong koreksi lagi",5
mantap,5
penyelesaian masalah di gofood ga banget pokoknya,1
lebih cpet datang kebtpat t7an,3
"membantu banget apk nyaa, apalagi kadang kalo lagi gak ada kendaraan buat ke sekolahh, abng gojeknya gercep bangett, tapi sukaa sedih juga sih sedikit kalo abang gojeknya lagi full dan harus nunggu lama, tapi serius apk nya membantu begeteee",5
Tidak memuaskan,1
aplikasi tolol,1
Ok,5
kl nyetir nyantai dan tidak membahayakan penumpang,5
ok sih cuma kadang driver suka nolak klu dia jauh dr titik jemput..padahal kan dia ditunjuk oleh sistem..kadang bisa 3 atau 4 kali dlm satu pemesanan kayak gitu. kita yg kejar waktu JD terlambat.,4
Baik sekali,5
Joss 👍👍,5
puas dengan pelayanannya tepat waktu,5
sukses terus gojek,5
oke,4
so far aplikasi easy to use,5
good job,5
ok,5
bagus,5
"Aman, nyaman dan terjangkau",5
knp muncul iklan terus sangat mengganggu,1
"auah elappp. Make gojek makin mahal, tapi yg didapat driver murah. Payah gak manuk akal potongannya.",5
bagus,5
bagus..dan membantu,5
"Sebelumnya di aplikasi sebelah (G*ab), tapi sering ada masalah layanan. Kalau hujan, susah sekali dpt driver bahkan pernah telat ke tempat kerja krn 1 jam lebih baru dpt driver. Setelah coba di Gojek, pelayanan cari drivernya sangat cepat. Terimakasih Gojek. Sangat membantu.",5
ok,4
Sangat membantu,5
menyenangkan,5
sangat berguna,5
Terimakasih,5
"beberapa tahun bersama gojek, tapi illfeel karna gbs cancel trip pdhl baru sedetik klik ga sengaja, driver sdh klik ada d lokasi jemput, sehingga sudah TDK bisa dicancel. Sejak hari ini say akan uninstall gojek karena pengalaman ini sangat mengesalkan. lebih malah pula dari aplikasi sebelah. Sayang sekali..",1
baik,5
"Kadang kalau mau bayar pake qr code, pasti ada aja peringatan aktivitas tidak wajar, jadi pusing mau bayar harus ganti lagi",1
nice,5
murah cepat dan aman,5
Mantaf,5
bagus,5
"tinggal 2menit lg driver sampe di lokasi tiba-tiba dibatalin otomatis sama aplikasinya!!! tau tau udah mencari driver yg baru, dan ini kejadian gak sekali dua kali tapi sering! map jg sering di arahin ke jalan yg sulit di lewati mobil!! alhasil banyak yg batalin! komplain via chat cuma bot doang, Kita yg mo complain gak bisa ketik sendiri masalahnya, mo complain lewat email atau tlp jg gak bisa!!! aplikasi gak niat terima komplain!!!",1
"Bagus, smg selalu menjadi lebih baik",5
mantap,5
lumayan bermamfaat,2
lebih baim dripada yang lain,5
ok,5
"aplikasi jelek parah terutama masalah pembayaran. saya mengubah metode pembayaran ke gopay ,malah ke driver nya ga masuk saldonya, Al hasil bayar double. Cobaan di bulan puasa",1
lama pelayanannya aku uninstal aja bye,1
sangat bermanfaat,4
"Hindari berurusan dgn aplikasi ini, nyusahin dan arogan",1
Paylater gojek pakai admin trs skrg mah. Dlu mah free admin. Makin lama makin mahal admin nya.,2
Semua ok,5
bagus,1
Bener2 sangat membantu,5
"Heran ga ada ettitude nya driver kalo ambil pesanan gomart , tolong dong develover kalo penerimaan gojek dikasih training juga untuk hal ettitude jangan tua aja tapi ga ada ettitude nya",1
pokoknya nyaman apk ya..semoga menjadi yg terdepan,5
apk penghancur mobil 12 k,1
membingungkan,1
Nyaman dan sopan,5
"So far so good, sering-sering banyakin promo dan diskonnya",4
paylater di blokir,1
Sangat membantu..,5
driver nya sulit banget dan customer service tidak membantu sama sekali.,1
cepat bgt,5
"ramah cepat, aman",5
"Pesanan sudah masuk 1 jam, dan masih belum diantar2, kita juga tidak bisa membatalkan pesanan, mohon untuk pihak gojek, berikan hak kami untuk membatalkan pesanan yang sudah terlalu lama menunggu.",1
"hadeu, gua tau jam malam tapi jalan ke tujuan masih rame tim gua delay turnamen. mau minta lebih ya ngomong ga usah banyak alasan. 🙏",1
sangat puas sekali,5
untuk gofood terlalu lama mendapatkan driver,3
"Seluruhnya bagus, jeleknya tagihan listrik dan BPJS sdh dibayar tapi masih tampil tertagih.. Benahi ini agar bisa bersaing dgn aplikatif lain. Berikan juga kemudahan, yaitu driver GO-SEND dan gofood bisa menghubungi terkadang penerima barang atau pembeli itu ada yg hanya bisa dihubungi via WhatsApp. Dulu privat number itu dipelopori oleh aplikator sebelah, skrg sdh tinggalkan agar meminimalisir kerugian.",1
OK,5
"pernah ndak sih kalian nunggu lama eh pas udah dapat driver di batalin, ndak niat memang org org di sini ini kerja",1
good for eberything,5
mantap membantu banget,5
"aplikasi lol, orang laper mau pesan driver terdekat malah kasih yang terjauh, app lol",1
bagus,5
"Saya order dengan tarif mahal. berharap supaya cepat. Dan kemarin saya menunggu lebih dari 1 jam. Lalu dapat Driver, dan Si Driver mengatakan dia akan ambil orderannya kalo dikasih tip. Karena dia terimanya hanya 5000 perak. Seringkali seperti itu. Membuat saya kesal. Waktu itu juga pernah bayar Ongkir 21 ribu, tapi Driver katanya terima 5000 perak. Ini apa-apaan? Semakin kesini semakin malas menggunakan Gofood. Sangat berlebihan memasang tarif.",2
good service,5
good job,5
baik dan shopan,5
"sekarang kurang enak, Pelayanan kurang bagus",1
mantul,5
"nyaman sih, cuman terkadang argo atau tarif suka naik harga",4
tepat,5
verygood,4
"Pihak driver gocar selalu cancel pesanan secara sepihak, sedangkan sdh pesan satu hari sebelumnya atau pesanan terjadwal.",1
ok,5
cepat dan nyaman,5
ee yang sering narik janganlah d tolak trus sdh hrga naik 51k malah d tolak pas turun harga d tolak jga mw klian cri rezeki ke gmna..,2
mantap,5
oke,5
supirnya baik..dan ramah,5
"kirain GK ada online gocar di bandara,ternyata ada petugas aplikator nya jg di sana...JD GK ribet",5
sngat membantu,4
"jangan kalah sama grab, tingkatkan kualitas n standar driver supaya penumpang makin nyaman",4
"Aplikasi ini sangat berguna bagi kebanyakan pengguna. Aku rekomedasi banget buat orang yang mau kemana mana tapi gak ada yang ngantering, soalnya pengantarannya cepat dan murah",5
aplikasi bagus untuk transportasi cepat,5
cukup mudah dan ada di swtiap titik sangat mambantu bagi kemudahan beraktifitas dalam.keseharian dalam mencari ridho allah.,5
Jarak jemput gak sampai 1km aja pada cancel melulu abangnya 😮‍💨,1
mantapp.. sangat membantu...,5
terima kasih sangat membantu.,5
"udh endak ada harapan nih aplikasi, susah dapet driver even pake express, saya tau mungkin gara"" rating saya kecil? (mungkin) karena jarang kasih tip? who knows. ah satu lagi kalo udh 20/30 menit tidak ada yg pickup tolong itu langsung bisa di cancel yah!",1
top,5
lucu beli makann suruh ambil sendiri wkwkkwk ngapain kalau ambil sendiri pesan d gopay,1
gojek semakin ok 👍,5
"Pesen pakai express datengnya 1 jam, keburu kelaparan... gk bgt",1
baik,5
"mf,lau bisa gojek hadir dikota sukamara kalteng,,soale kotanya mulai maju,,jasa transportasi cukup tinggi,resto juga banyak,,lau da gojek kan roda perekonomian lebih mudah,antar penumpang, makanan,paket dll..",5
"cape bgt nunggu gofood 2 jam. crazy sih, harusnya bikin aturan lebih cpt jangan 2 jam. bkin org kelaperan aja ni gojek. bkin max nunggu driver dong, gila sih ampe 2 jam.",1
"akun dibekukan tanpa tau alasanya apa, dzalim sekali updt ulasan: adminku tersayang, akun aku dibekukan untuk tidak bisa pakai goride dg alasan aktifitas tidak wajar yaitu terlalu banyak cancel order, saya cancel bukan tanpa alasan, itu karena driver tidak bergerak, di chat pun diam saja *wew sebagian driver sendiri jg meng-cancel, sangat wajar mereka cancel emg jaraknya agak jauh dan waktu jg sudah tengah malam. Selebihnya saya persilahkan bot anda berkomentar sebagaimana mestinya -_-",1
good,5
mntap,5
mantap,5
pengantaran tepat waktu,5
good,5
mohon maaf saya salah melaporkan driver.. saya kira driver donat yang hari ini saya pesan.. ternyata yang saya laporkan malah driver yang kemarin mengantar es buah saya.. mohon maaf ya pak,5
terlalu lambat pesen gojek semakin lama,1
good,5
"baru kali ini dapat driver nya agak songong sampe di bilang "" Lo aja rating nya 4.2 "" emang harus yaa driver ngebedain costumer yg rating nya 5 sama yg 4 .",1
Mantap,5
sangat puas pake gojek,5
"Sya pengguna gojek lama..jadi tahu banyak tentang aplikasi ini....Gojek sekarang udah ngak optimal dan sebagus dulu...dan terkesan lemot karena aplikasi yg terkadang ngelag... DIBANDINGKAN dengan versi lama itu lebih pas, nyaman digunakan, fiturnya baik, pokoknya TERBAIK...",2
tolong go jek ditambahin didaerah sini,5
malas banget kalo dapat promo ngga ada driver yang mau ngambil alhasil nunggu sia2 hadehh,2
sehat selalu pejuang rupiah,5
selalu tepat lokasi penjemputan,5
tepat waktu dan nyaman,5
Mantappp banyak sekali promo voucher nya 👍👍👍👍,5
customer service terburuk paling buruk di gojek...gak bisa komplain Uda di tutup chatnya,1
sering tidak dapat driver,4
"aplikasi payah, harga berubah se enaknya, udh gitu susah cari drivernya, driver nya jg se enaknya aja batalin orderan, bagi driver yg ga siap macet ya di banned aja dari gojek",1
sangat cepat penjemputnnya,5
Parah... buka gofood lemot bgt beda sm apk tetangga sebelah..,5
Jangan asal pakai aplikasi gopay later atau gopay pinjam. Debt collector sangat beringas & tdk punya etika wlpn telat 1 hari saja. Padahal bunga sangat tinggi.,1
bagus,4
ok,5
segini dulu,4
ok,5
tingkatkan teruss biar makin mantapp,5
amanah 👍🏻👍🏻,5
pengemudi baik dan ramah,5
APLIKASI SCAM!!,2
nyari Kurir Dari Pagi Untuk Kirim Paket Susah Dapet Padahal Saya Lagi Butuh Banget Kurir Tolong Kinerja Nya Dirubah Jangan Mengecewakan Penjual,1
"driver pada malas tuh, gausah di turutin minta thr, mesen gosend gaada yg mau ambil loh",3
oke,5
"ngga ada kata "" pokoknya bagus lh",5
Nyaman..,5
"please gojek tolong buat pelatihan para tukang gojek driver motor ataupun gofood dalam pelayanan ke customer dengan ramah, sabar dan beretika dalam verbal sehingga tidak mudah emosional seperti mencari alamat ataupun mengenderai motor dengan mengebut.",1
pertahankan diskon gede2an nya ya gojek ngebantu bgt♥️,5
"sangat bagus dech pokoknya, pertahankan",5
"ane uninstall produk GOTO Dari HP.....aplikator serakah yg tak mampu menghargai Mitra kerja....bye bye gopay,gojek, gofood waktunya beralih ke grab,grabfood/shopee....untuk transport gua beralih ke Maxim......aplikator edan",1
banyak promo meskipun tunai,5
Sistem kacau,1
Error nya gak tanggung tanggung. Perasaan sering ngasih tip ke driver. tapi kok susah sekali dapat pesanan. Dan padahal selalu pilih prioritas.,1
mantappppp,5
sangat bermanfaat ada nya gojek,5
suka banget,5
Tidak ada transparansi perhitungan untuk THR ke driver. 🔥🔥🔥,1
"susah banget masuk ke aplikasi nya, verifikasi wajah gagal mulu padahal udah terang, masih aja gagal 👎☹👎",1
"Kok gak bisa ke instal,setelah sebelumnya kami hapus. Trims",5
lama bangettttt.,1
"skrng mahal,parahh sorry gw tinggal. beralih ke yg kuning aj,,, parahh ente jek...",1
hayo loh bintang 1 ini. sat,1
2 kali pesan gofood dari jam 2 sampai sekarang pesanan dibatalkan. pesanan pertama karena restoran. pesanan kedua tiba-tiba batal. kalau ada reting minus saya bakalan ngasih minus,1
pelayanan ok,5
ada saat di butuhkan,5
"udah kapok top up gopay, pengerjaannya lama banget udah 2 kali ngalamin hal yg sama",1
mudah berbelanja,4
Ok,5
the best,5
bagus,5
sangat membantu,5
driver good ramah,5
good,5
kenapa setelah d update tidak bisa untuk chat dan telphone driver,3
mudah cepat sampai,5
Gokilll siiii.. Tiap Top up ga pernah lgsg masuk harus nunggu mulu 👏,1
Mau kemana aja tinggal pilih menu di aplikasi Gojek Indonesia 👍,5
mantapp,4
oke bangt,5
cepat ramah ok,5
simpel dan mudah cepat ok,5
ok banget,5
mantap,5
baik.,5
mantap,5
"Makin lama promo makin aneh, minimal pembelian harus banyak. Pengantaran ekonomis harus ada minimal pembelian gimana kalo belinya sedikit. Tolong di kaji ulang. Makin lama makin aneh aplikasi ini",1
bagos,5
mntab,4
mantap membantu dan nyaman,5
alat transportasi online andalan,5
sering banget DIBATALIN order diaplikasi ini,1
keren game nya,5
"Bnyk bonusnya, top",5
keren,5
"hapus aja fitur double order buat pengemudi. saya customer merasa dirugikan, sengaja pakai gosend biar pengiriman cepat karena barang saya mudah rusak jika terkena suhu ruang, drivernya malah kena double order.",1
"ok banget, terima kasih",5
Sangat membantu..,5
drivernya baik dan ramah..tepat waktu,5
"terkadang iklan dengan kenyataan itu berbeda, membuat ku berpikir mau diskon gede-gedean pun harganya mentok 10 ribu, ya itu cocok sih dan murah banget. tapi untuk pelajar seperti ku 10 ribu cman buat gojek doang...aku udh gk ada uang jajan lagi.",4
👍,5
bagus,5
ok bgt,5
"driver tepat waktu, menguasai rute dan enak diajak ngobrol",5
bagus. membantu,5
good luck,5
"update sudah hampir 4 bulan di 25 maret 2025 belum ada kabar, fitur bantuan ga bisa dibuka ga ada riwayat chat sama sekali, email pun ga ada jawaban, ##### 20 hari lebih sejak Paket di nyatakan hilang, tidak ada kabar, gojek tidak tanggung jawab. Saya sudah pakai asuransi tapi tidak dapat ganti rugi, driver tidak bisa memberi keterangan dan bukti dia sudah menyerahkan paket. Hati-hati kirim barang mahal, bahaya kalau begini, driver pura"" Jalan ke lokasi tapi tidak mengantar barang.",1
jos gandos 👍,5
"mau melakukan pembayaran selalu gagal,kendala internet mati,padahal internet saya lancar jaya bukak aplikasi lain,udah saya hapus saya downlod ulang dan udah versi terbaru, begitu juga gak ada perubahan",1
aplikasi rusak,1
bagus sangat berguna,5
"Map nya suka ga gerak, jadi buat mastiin drivernya jalan apa nggak susah",3
aplikasi yg sangat membantu mobilitas sehari-hari.,5
"pelayanan bagus hanya perlu perbaikan di ongkir, karena terlalu mahal",5
mantap,5
tiba-tiba keluar sendiri Terus pas masuk malah terjadi kendala Gak Jelas,3
aplikasi yg bagus,5
Gojek sangat membantu dalam aktifitas sehari hari,5
"pokonya mantap banget pake gojek,aku gojek makanan setiap hari.",5
terimakasih pelayanan yg amat bagus dan membuat nyaman dalam perjalan keluarga kami,5
Mantap dan profesional,5
sangat memuaskan,5
"baru pertama kali pake gosend, cepat & aman document atau barang kita terimakasih Gojek (Gosend)",5
sangat puas,5
tolong KLO saya Uda order jangan diambil orderannya trus dibatalin sama drivernya,5
Gojek semakin mantap.,5
gojek the best,5
respon bantuan ma CS nya jelek. org ada masalah transaksi ma driver tak dibantu sama sekali malah nguntungin driver yg nipu saya.... edit : barusann langsung respon lalu kasi retur sesuai dengan jumlahnya. jadi lebih baik saat ini. terima kasih atas tanggapannya Gojek,5
good,5
mntap,5
kenapa akun saya terblokir ?,1
mantap,5
bagus,5
"Untuk Gojek, mungkin para driver nya bisa di training lagi, sudah sering bnget ketemu driver yang jutek nya nauzubillah, bahkan bbrp yg order dari aplikasi tokped driver malah meminta biaya lebih",1
tepat waktu,5
"Hari ini saya mengalami double order untuk go ride ke lokasi kerja dari Stasiun LRT Jati Bening. Untuk pihak perusahaan, Ditunggu respon dan tanggung jawabnya melalui email ini. Karena saya dan driver merasa dirugikan, terimakasih.",1
"bagus tapi kalo bisa jenis, type dan warna kendaran dicantumkan agar konsumen bisa cepat melihat drivernya, trims",5
cara mudah berbelanja dan bepergian,5
oke deh,5
cocok enak masaknya,5
pelayanan mantap dan ramah,5
selalu membantu,5
"apk nya bagus dan keren, semangat terus gojek",5
"Apk cacat mesen mobil ga bisa"" bangke lah,mesen mobil malah motor yg muncul",1
mantap driver nya semoga lancar orderan nya bang,5
Alhamdulillah sangat bermanfaat,5
Cukup memudahkan transport,5
sangat membantu,5
ok,5
"dear kustomer tercintah, tolong order gofood pake tunai biar para ojol dapat pinjaman dari gojek",1
"untung banyak mulu ni aplikasi(GOJEK)maunya,,yang punya ni aplikasi(GOJEK)pelit sama para driver,,emang klo orang pelit gini ya,,bukannya SALING menguntungkan,,tapi malah pengen untung bahkan untung banyak,,buat para driver,,yang sabar ya sama PEMILIK aplikasi pelit(GOJEK)ini,,semua ada balasannya!!",1
bgs membantu bangat,5
tepat waktu👍,5
the bets deeeh promo nya tambahin terus dong supaya kita anak kots tdk cape cape mencari makan karna promo nya makin besar kita makin sering menggunakan Gojek yuuk bisaa,5
Ga bisa di update...di instal ulang ga bisa di download,1
"gak bsa batalin gofood, saya mesan buat sahur , driver batalin dari jam 2 smpe jam 4 mau batalin gak disetujui, yaallah gini amat smpe saya masak sendiri buat sahur , tolong dong buat gojek , buat pengemudi sama pelanggan sama2 gak ada yg dirugikan, kyk gni kan saya gak makan makanan nya pas sahur niat nya buat sahur , jadi saya terpaksa ambil pesanannya jam 4 saya order jam 2 karna driver batalin ngantarerin sampe dpt driver lgi di jam 4 , terlalu gak ada toleransi sih gojek gak Nerima alasan",1
asli parah. CS gk membantu masalah sama sekali. baru kali ini aku dibikin emosi dari pihak gojek sama mitranya.,1
slalu sukses buat aplikasi gojek di pprusaany amin,5
"harga go food gk masuk akal,masa diapk 2× lebih mahal",1
sangat membantu...tapi tolong potongan 30% sangat menyakitkan driver...,5
"gangguan mulu sih , kaga bisa tf mana lagi darurat duit nyangkut",2
mantap,5
ok,5
"gojek ga ada obat,menyala gojek eh tapi ga ada promo ni. buat kesana kesini diskon ga ada 😁",5
